index,question_category,question,answers,correct_answers,answers_category
0000376,03,"A company needs to host a big data application on AWS using EC2 instances. Which of the following AWS Storage services would they choose to automatically get high throughput to multiple compute nodes?","Amazon Elastic Block Store,AWS Storage Gateway,Amazon Elastic File System,S3","Amazon Elastic File System",0
0000377,03,"Which of the following Cloud Computing deployment models eliminates the need to run and maintain physical data centers?","On-premises,IaaS,PaaS,Cloud","Cloud",0
0000378,03,"What are the benefits of the AWS Marketplace service? (Choose TWO)","Protects customers by performing periodic security checks on listed products,Per-second billing,Provides cheaper options for purchasing Amazon EC2 on-demand instances,Provides flexible pricing options that suit most customer needs,Provides software solutions that run on AWS or any other Cloud vendor","Provides flexible pricing options that suit most customer needs,Provides software solutions that run on AWS or any other Cloud vendor",1
0000379,03,"What is the benefit of Amazon EBS volumes being automatically replicated within the same availability zone?","Elasticity,Durability,Traceability,Accessibility","Durability",0
0000380,03,"You are planning to launch an advertising campaign over the coming weekend to promote a new digital product. It is expected that there will be heavy spikes in load during the campaign period, and you can't afford any downtime. You need additional compute resources to handle the additional load. What is the most cost-effective EC2 instance purchasing option for this job?","Savings Plans,Spot Instances,Reserved Instances,On-Demand Instances","On-Demand Instances",0
0000381,03,"Which of the following AWS services integrates with AWS Shield and AWS Web Application Firewall (AWS WAF) to protect against network and application layer DDoS attacks?","Amazon EFS,AWS Secrets Manager,AWS Systems Manager,Amazon CloudFront","Amazon CloudFront",0
0000382,03,"Which of the following services is used when encrypting EBS volumes?","AWS WAF,AWS KMS,Amazon Macie,Amazon GuardDuty","AWS KMS",0
0000383,03,"The AWS account administrator of your company has been fired. With the permissions granted to him as an administrator, he was able to create multiple IAM user accounts and access keys. Additionally, you are not sure whether he has access to the AWS root account or not. What should you do immediately to protect your AWS infrastructure? (Choose TWO)","Download all the attached policies in a safe place,Delete all IAM accounts and recreate them,Use the CloudWatch service to check all API calls that have been made in your account since the administrator was fired,Rotate all access keys,Change the email address and password of the root user account and enable MFA","Rotate all access keys,Change the email address and password of the root user account and enable MFA",1
0000384,03,"What is the Amazon ElastiCache service used for? (Choose TWO)","Provide an in-memory data storage service,Reduce delivery costs using Edge Locations,Improve web application performance,Provide a Chef-compatible cache to speed up application response,Distribute requests to multiple instances","Provide an in-memory data storage service,Improve web application performance",1
0000385,03,"The elasticity of the AWS Cloud enables customers to save costs when compared to traditional hosting providers. What can AWS customers do to benefit from the elasticity of the AWS Cloud? (Choose TWO)","Deploy your resources across multiple Availability Zones,Use Amazon EC2 Auto Scaling,Deploy your resources in another region,Use Elastic Load Balancing,Use Serverless Computing whenever possible","Use Amazon EC2 Auto Scaling,Use Serverless Computing whenever possible",1
0000386,03,"What are some of the benefits of using On-Demand EC2 instances? (Choose TWO)","They provide free capacity when testing your new applications,They are cheaper than all other EC2 options,They remove the need to buy 'safety net' capacity to handle periodic traffic spikes,They only require 1-2 days for setup and configuration,You can increase or decrease your compute capacity depending on the demands of your application","They remove the need to buy 'safety net' capacity to handle periodic traffic spikes,You can increase or decrease your compute capacity depending on the demands of your application",1
0000387,03,"Each AWS Region is composed of multiple Availability Zones. Which of the following best describes what an Availability Zone is?","It is a data center designed to be completely isolated from other data centers in the same region,It is a collection of data centers distributed in multiple countries,It is a logically isolated network of the AWS Cloud,It is a distinct location within a region that is insulated from failures in other Availability Zones","It is a distinct location within a region that is insulated from failures in other Availability Zones",0
0000388,03,"AWS provides disaster recovery capability by allowing customers to deploy infrastructure into multiple [...].","Regions,Transportation devices,Support plans,Edge locations","Regions",0
0000389,03,"A financial services company decides to migrate one of its applications to AWS. The application deals with sensitive data, such as credit card information, and must run on a PCI-compliant environment. Which of the following is the company's responsibility when building a PCI-compliant environment in AWS? (Choose TWO)","Start the migration process immediately as all AWS services are PCI compliant,Ensure that AWS services are configured properly to meet all PCI DSS standards,Restrict any access to cardholder data and create a policy that addresses information security for all personnel,Configure the underlying infrastructure of AWS services to meet all PCI DSS requirements,Ensure that all PCI DSS physical security requirements are met","Ensure that AWS services are configured properly to meet all PCI DSS standards,Restrict any access to cardholder data and create a policy that addresses information security for all personnel",1
0000390,03,"What is the maximum amount of data that can be stored in S3 in a single AWS account?","100 PetaBytes,Virtually unlimited storage,5TeraBytes,10 Exabytes","Virtually unlimited storage",0
0000391,01,"Which pillar of the AWS Well-Architected Framework provides recommendations to help customers select the right compute resources based on workload requirements?","Operational Excellence,Security,Performance Efficiency,Reliability","Performance Efficiency",0
